,n_placement,n_step,placed_dev,reward,HPWL,congestion,action,legalized_action
1640,546,2,XM5,-5091.219077439518,4810.0,79084.16951593349,"(439, 867, 180)","(439.0, 867.0, 180)"
1641,547,0,XM5,0.0,0.0,0.0,"(1016, 783, 180)","(1016.0, 783.0, 180)"
1642,547,1,XDP_XM1_XM2,0.0,0.0,0.0,"(712, 241, 90)","(712.0, 241.0, 90)"
1643,547,2,XDL_XM3_XM4,-5938.54600128692,5661.0,77031.78283035886,"(258, 1230, 90)","(258.0, 1230.0, 90)"
1644,548,0,XDL_XM3_XM4,0.0,0.0,0.0,"(1401, 929, 90)","(1401.0, 929.0, 90)"
1645,548,1,XM5,0.0,0.0,0.0,"(1181, 1297, 0)","(1181.0, 1297.0, 0)"
1646,548,2,XDP_XM1_XM2,-3167.2686915145937,2981.0,34696.02543855884,"(892, 1160, 270)","(843.5, 1160.0, 270)"
1647,549,0,XDP_XM1_XM2,0.0,0.0,0.0,"(679, 605, 0)","(679.0, 605.0, 0)"
1648,549,1,XDL_XM3_XM4,0.0,0.0,0.0,"(1080, 1527, 0)","(1080.0, 1527.0, 0)"
1649,549,2,XM5,-4575.126097665085,4397.0,31728.906669391366,"(159, 456, 270)","(159.0, 456.0, 270)"
1650,550,0,XDP_XM1_XM2,0.0,0.0,0.0,"(191, 678, 90)","(191.0, 678.0, 90)"
1651,550,1,XM5,0.0,0.0,0.0,"(1117, 1429, 0)","(1117.0, 1429.0, 0)"
1652,550,2,XDL_XM3_XM4,-6182.452607412974,5807.0,140964.66041320105,"(707, 1106, 270)","(707.0, 1106.0, 270)"
1653,551,0,XDL_XM3_XM4,0.0,0.0,0.0,"(1124, 1095, 90)","(1124.0, 1095.0, 90)"
1654,551,1,XDP_XM1_XM2,0.0,0.0,0.0,"(1517, 330, 0)","(1517.0, 330.0, 0)"
1655,551,2,XM5,-4767.123103598544,4591.0,31019.34762118336,"(949, 159, 0)","(949.0, 159.0, 0)"
1656,552,0,XDP_XM1_XM2,0.0,0.0,0.0,"(170, 1300, 180)","(170.0, 1300.0, 180)"
1657,552,1,XM5,0.0,0.0,0.0,"(351, 973, 180)","(351.0, 973.0, 180)"
1658,552,2,XDL_XM3_XM4,-3838.5500820062857,3583.0,65305.84441341944,"(219, 756, 90)","(219.0, 685.5, 90)"
1659,553,0,XM5,0.0,0.0,0.0,"(396, 871, 270)","(396.0, 1189.0, 270)"
1660,553,1,XDP_XM1_XM2,0.0,0.0,0.0,"(1043, 178, 270)","(1043.0, 178.0, 270)"
1661,553,2,XDL_XM3_XM4,-7031.494135896027,6599.0,187051.17758445107,"(497, 843, 270)","(497.0, 843.0, 270)"
1662,554,0,XDP_XM1_XM2,0.0,0.0,0.0,"(1511, 416, 0)","(1511.0, 416.0, 0)"
1663,554,1,XDL_XM3_XM4,0.0,0.0,0.0,"(118, 143, 0)","(118.0, -44.5, 0)"
1664,554,2,XM5,-7732.700432917424,7362.0,137418.81096516582,"(172, 522, 270)","(172.0, 522.0, 270)"
1665,555,0,XDP_XM1_XM2,0.0,0.0,0.0,"(256, 984, 180)","(256.0, 984.0, 180)"
1666,555,1,XDL_XM3_XM4,0.0,0.0,0.0,"(892, 325, 90)","(892.0, 325.0, 90)"
1667,555,2,XM5,-4643.657026951947,4461.0,33363.58949492447,"(514, 1493, 90)","(514.0, 1493.0, 90)"
1668,556,0,XDL_XM3_XM4,0.0,0.0,0.0,"(1265, 164, 90)","(1265.0, 164.0, 90)"
1669,556,1,XDP_XM1_XM2,0.0,0.0,0.0,"(435, 48, 90)","(435.0, 48.0, 90)"
1670,556,2,XM5,-5289.423100444336,5070.0,48146.497008605125,"(200, 1105, 0)","(200.0, 1105.0, 0)"
1671,557,0,XDP_XM1_XM2,0.0,0.0,0.0,"(483, 964, 180)","(483.0, 809.0, 180)"
1672,557,1,XDL_XM3_XM4,0.0,0.0,0.0,"(346, 1317, 180)","(346.0, 1317.0, 180)"
1673,557,2,XM5,-3689.348927746828,3549.0,19697.821519684272,"(611, 1550, 270)","(633.5, 1550.0, 270)"
1674,558,0,XDP_XM1_XM2,0.0,0.0,0.0,"(911, 611, 270)","(911.0, 611.0, 270)"
1675,558,1,XM5,0.0,0.0,0.0,"(1122, 956, 180)","(1122.0, 963.0, 180)"
1676,558,2,XDL_XM3_XM4,-4268.026355169734,4072.0,38426.331921130964,"(173, 791, 90)","(173.0, 791.0, 90)"
1677,559,0,XDP_XM1_XM2,0.0,0.0,0.0,"(872, 1522, 270)","(872.0, 1522.0, 270)"
1678,559,1,XM5,0.0,0.0,0.0,"(1480, 442, 270)","(1480.0, 442.0, 270)"
1679,559,2,XDL_XM3_XM4,-7944.269857580044,7647.0,88369.3682256595,"(544, 113, 270)","(544.0, 113.0, 270)"
1680,560,0,XDP_XM1_XM2,0.0,0.0,0.0,"(382, 1039, 90)","(382.0, 1039.0, 90)"
1681,560,1,XDL_XM3_XM4,0.0,0.0,0.0,"(71, 497, 90)","(71.0, 497.0, 90)"
1682,560,2,XM5,-4267.967451471431,4158.0,12092.840383121396,"(1090, 1203, 270)","(1090.0, 1203.0, 270)"
1683,561,0,XM5,0.0,0.0,0.0,"(64, 562, 270)","(7.0, 562.0, 270)"
1684,561,1,XDP_XM1_XM2,0.0,0.0,0.0,"(286, 472, 270)","(286.0, 472.0, 270)"
1685,561,2,XDL_XM3_XM4,-5318.765295635689,5099.0,48296.78516584184,"(1094, 1419, 270)","(1094.0, 1419.0, 270)"
1686,562,0,XM5,0.0,0.0,0.0,"(825, 775, 90)","(825.0, 775.0, 90)"
1687,562,1,XDP_XM1_XM2,0.0,0.0,0.0,"(1316, 1080, 270)","(1316.0, 1080.0, 270)"
1688,562,2,XDL_XM3_XM4,-4954.78611746482,4675.0,78280.27152603804,"(593, 701, 180)","(537.5, 701.0, 180)"
1689,563,0,XM5,0.0,0.0,0.0,"(376, 1409, 270)","(376.0, 1409.0, 270)"
1690,563,1,XDL_XM3_XM4,0.0,0.0,0.0,"(1550, 1517, 270)","(1550.0, 1517.0, 270)"
1691,563,2,XDP_XM1_XM2,-4416.2965352736455,4225.0,36594.36440770096,"(768, 1135, 0)","(768.0, 1135.0, 0)"
1692,564,0,XDL_XM3_XM4,0.0,0.0,0.0,"(1449, 852, 180)","(1449.0, 852.0, 180)"
1693,564,1,XDP_XM1_XM2,0.0,0.0,0.0,"(76, 120, 0)","(76.0, -58.5, 0)"
1694,564,2,XM5,-7040.305166785893,6734.0,93822.85519973356,"(204, 279, 90)","(204.0, 279.0, 90)"
1695,565,0,XDP_XM1_XM2,0.0,0.0,0.0,"(899, 662, 0)","(899.0, 389.0, 0)"
1696,565,1,XM5,0.0,0.0,0.0,"(429, 1051, 270)","(429.0, 1051.0, 270)"
1697,565,2,XDL_XM3_XM4,-4466.373251120763,4233.0,54463.074338674676,"(852, 897, 180)","(852.0, 897.0, 180)"
1698,566,0,XDL_XM3_XM4,0.0,0.0,0.0,"(1521, 1519, 90)","(1521.0, 1715.5, 90)"
1699,566,1,XDP_XM1_XM2,0.0,0.0,0.0,"(1340, 1428, 180)","(1340.0, 1428.0, 180)"
1700,566,2,XM5,-5806.990588426263,5539.0,71818.95548505444,"(554, 652, 90)","(554.0, 652.0, 90)"
1701,567,0,XDP_XM1_XM2,0.0,0.0,0.0,"(1379, 610, 90)","(1379.0, 610.0, 90)"
1702,567,1,XDL_XM3_XM4,0.0,0.0,0.0,"(66, 1022, 270)","(66.0, 1022.0, 270)"
1703,567,2,XM5,-6095.959748358639,5820.0,76153.78271416361,"(673, 416, 270)","(673.0, 416.0, 270)"
1704,568,0,XDL_XM3_XM4,0.0,0.0,0.0,"(372, 1414, 90)","(372.0, 1414.0, 90)"
1705,568,1,XM5,0.0,0.0,0.0,"(1429, 1460, 90)","(1429.0, 1460.0, 90)"
1706,568,2,XDP_XM1_XM2,-7036.686291426381,6714.0,104126.44267451117,"(732, 507, 90)","(732.0, 507.0, 90)"
1707,569,0,XDL_XM3_XM4,0.0,0.0,0.0,"(1080, 685, 180)","(1080.0, 685.0, 180)"
1708,569,1,XDP_XM1_XM2,0.0,0.0,0.0,"(616, 99, 180)","(616.0, 99.0, 180)"
1709,569,2,XM5,-5777.680395125438,5467.0,96522.3079152983,"(836, 1224, 270)","(836.0, 1251.5, 270)"
1710,570,0,XM5,0.0,0.0,0.0,"(1419, 139, 90)","(1419.0, 139.0, 90)"
1711,570,1,XDL_XM3_XM4,0.0,0.0,0.0,"(1249, 1149, 0)","(1249.0, 1149.0, 0)"
1712,570,2,XDP_XM1_XM2,-5034.597749858072,4780.0,64820.01423279336,"(1352, 1172, 180)","(1609.5, 1172.0, 180)"
1713,571,0,XM5,0.0,0.0,0.0,"(717, 828, 0)","(717.0, 828.0, 0)"
1714,571,1,XDP_XM1_XM2,0.0,0.0,0.0,"(861, 357, 270)","(861.0, 357.0, 270)"
1715,571,2,XDL_XM3_XM4,-5436.742064860913,5164.0,74388.23394459441,"(1245, 1352, 90)","(1245.0, 1352.0, 90)"
1716,572,0,XDL_XM3_XM4,0.0,0.0,0.0,"(1288, 1155, 0)","(1288.0, 1155.0, 0)"
1717,572,1,XDP_XM1_XM2,0.0,0.0,0.0,"(1506, 1274, 0)","(1648.5, 1274.0, 0)"
1718,572,2,XM5,-5735.53045234065,5442.0,86160.12645130673,"(994, 9, 270)","(994.0, 9.0, 270)"
1719,573,0,XM5,0.0,0.0,0.0,"(1376, 41, 90)","(1376.0, -176.0, 90)"
1720,573,1,XDP_XM1_XM2,0.0,0.0,0.0,"(1485, 553, 270)","(1485.0, 553.0, 270)"
1721,573,2,XDL_XM3_XM4,-4107.953953888945,3868.0,57577.89998693779,"(1156, 170, 90)","(1156.0, 170.0, 90)"
1722,574,0,XDP_XM1_XM2,0.0,0.0,0.0,"(1056, 1224, 90)","(1056.0, 1224.0, 90)"
1723,574,1,XDL_XM3_XM4,0.0,0.0,0.0,"(1079, 49, 90)","(1079.0, 49.0, 90)"
1724,574,2,XM5,-4118.8565371845825,4050.0,4741.22271305183,"(657, 1232, 270)","(657.0, 1232.0, 270)"
1725,575,0,XDP_XM1_XM2,0.0,0.0,0.0,"(994, 1097, 180)","(994.0, 1230.5, 180)"
1726,575,1,XM5,0.0,0.0,0.0,"(939, 592, 270)","(939.0, 592.0, 270)"
1727,575,2,XDL_XM3_XM4,-3696.0998476638565,3514.0,33160.35451919974,"(1199, 943, 90)","(1199.0, 943.0, 90)"
1728,576,0,XDL_XM3_XM4,0.0,0.0,0.0,"(60, 745, 180)","(60.0, 728.0, 180)"
1729,576,1,XM5,0.0,0.0,0.0,"(29, 1236, 0)","(29.0, 1236.0, 0)"
1730,576,2,XDP_XM1_XM2,-5493.365975658714,5185.0,95089.57494395063,"(637, 1465, 270)","(637.0, 1465.0, 270)"
1731,577,0,XM5,0.0,0.0,0.0,"(1509, 685, 90)","(1618.5, 685.0, 90)"
1732,577,1,XDP_XM1_XM2,0.0,0.0,0.0,"(1107, 478, 90)","(1043.5, 478.0, 90)"
1733,577,2,XDL_XM3_XM4,-4019.447906918821,3761.0,66795.32059071951,"(1331, 921, 0)","(1331.0, 921.0, 0)"
1734,578,0,XDL_XM3_XM4,0.0,0.0,0.0,"(1281, 130, 180)","(1281.0, 130.0, 180)"
1735,578,1,XDP_XM1_XM2,0.0,0.0,0.0,"(889, 1272, 90)","(889.0, 1272.0, 90)"
1736,578,2,XM5,-7470.647555721156,7169.0,90991.24787254797,"(75, 582, 0)","(75.0, 582.0, 0)"
1737,579,0,XDP_XM1_XM2,0.0,0.0,0.0,"(378, 1149, 90)","(312.0, 1149.0, 90)"
1738,579,1,XM5,0.0,0.0,0.0,"(591, 971, 90)","(591.0, 971.0, 90)"
1739,579,2,XDL_XM3_XM4,-4609.738627943099,4343.0,71149.49563696704,"(1308, 1197, 0)","(1308.0, 1197.0, 0)"
1740,580,0,XDP_XM1_XM2,0.0,0.0,0.0,"(1542, 564, 0)","(1542.0, 564.0, 0)"
1741,580,1,XM5,0.0,0.0,0.0,"(1255, 1390, 180)","(1255.0, 1390.0, 180)"
1742,580,2,XDL_XM3_XM4,-6883.333328982013,6574.0,95687.10841909425,"(177, 859, 90)","(177.0, 859.0, 90)"
1743,581,0,XDL_XM3_XM4,0.0,0.0,0.0,"(609, 942, 0)","(609.0, 942.0, 0)"
1744,581,1,XDP_XM1_XM2,0.0,0.0,0.0,"(1116, 1332, 0)","(1116.0, 1332.0, 0)"
1745,581,2,XM5,-5056.609147089221,4820.0,55983.88848628833,"(1375, 537, 0)","(1375.0, 537.0, 0)"
1746,582,0,XDP_XM1_XM2,0.0,0.0,0.0,"(942, 699, 270)","(942.0, 699.0, 270)"
1747,582,1,XDL_XM3_XM4,0.0,0.0,0.0,"(976, 780, 90)","(976.0, 1059.5, 90)"
1748,582,2,XM5,-2579.1764964745303,2478.0,10236.683438860617,"(1181, 483, 90)","(1221.0, 483.0, 90)"
1749,583,0,XDL_XM3_XM4,0.0,0.0,0.0,"(341, 932, 90)","(341.0, 932.0, 90)"
1750,583,1,XM5,0.0,0.0,0.0,"(915, 929, 90)","(915.0, 929.0, 90)"
1751,583,2,XDP_XM1_XM2,-3800.807263025933,3597.0,41537.40046212184,"(154, 1316, 270)","(154.0, 1316.0, 270)"
1752,584,0,XDL_XM3_XM4,0.0,0.0,0.0,"(989, 257, 270)","(989.0, 167.5, 270)"
1753,584,1,XDP_XM1_XM2,0.0,0.0,0.0,"(673, 455, 180)","(673.0, 455.0, 180)"
1754,584,2,XM5,-3558.6919270449653,3389.0,28795.350104233756,"(221, 434, 270)","(221.0, 434.0, 270)"
1755,585,0,XDP_XM1_XM2,0.0,0.0,0.0,"(238, 349, 180)","(238.0, 349.0, 180)"
1756,585,1,XM5,0.0,0.0,0.0,"(635, 619, 270)","(635.0, 619.0, 270)"
1757,585,2,XDL_XM3_XM4,-4285.467668974022,4015.0,73152.75996024089,"(650, 694, 180)","(922.5, 694.0, 180)"
1758,586,0,XDP_XM1_XM2,0.0,0.0,0.0,"(1494, 909, 90)","(1494.0, 909.0, 90)"
1759,586,1,XDL_XM3_XM4,0.0,0.0,0.0,"(1119, 1045, 0)","(1119.0, 1045.0, 0)"
1760,586,2,XM5,-4961.502599511998,4655.0,93943.84350761193,"(841, 255, 180)","(841.0, 255.0, 180)"
1761,587,0,XDP_XM1_XM2,0.0,0.0,0.0,"(1204, 1231, 270)","(1204.0, 1231.0, 270)"
1762,587,1,XDL_XM3_XM4,0.0,0.0,0.0,"(93, 757, 90)","(93.0, 757.0, 90)"
1763,587,2,XM5,-5249.257914583653,5073.0,31066.8524533782,"(1299, 643, 270)","(1299.0, 643.0, 270)"
1764,588,0,XDL_XM3_XM4,0.0,0.0,0.0,"(128, 200, 180)","(128.0, 200.0, 180)"
1765,588,1,XM5,0.0,0.0,0.0,"(1342, 898, 90)","(1342.0, 898.0, 90)"
1766,588,2,XDP_XM1_XM2,-6136.439176821159,5919.0,47279.79561666338,"(240, 1267, 0)","(240.0, 1267.0, 0)"
1767,589,0,XM5,0.0,0.0,0.0,"(1490, 140, 180)","(1490.0, 140.0, 180)"
1768,589,1,XDL_XM3_XM4,0.0,0.0,0.0,"(383, 709, 270)","(383.0, 709.0, 270)"
1769,589,2,XDP_XM1_XM2,-7407.938787863604,7016.0,153616.0134319917,"(232, 1165, 90)","(232.0, 1165.0, 90)"
1770,590,0,XDL_XM3_XM4,0.0,0.0,0.0,"(1111, 615, 90)","(1192.0, 615.0, 90)"
1771,590,1,XDP_XM1_XM2,0.0,0.0,0.0,"(366, 470, 270)","(366.0, 470.0, 270)"
1772,590,2,XM5,-3677.492065237007,3472.0,42226.988875370254,"(684, 502, 90)","(684.0, 502.0, 90)"
1773,591,0,XM5,0.0,0.0,0.0,"(676, 1017, 270)","(676.0, 1017.0, 270)"
1774,591,1,XDL_XM3_XM4,0.0,0.0,0.0,"(540, 431, 270)","(540.0, 431.0, 270)"
1775,591,2,XDP_XM1_XM2,-5318.5204966017645,5017.0,90914.60987097466,"(1326, 329, 0)","(1326.0, 329.0, 0)"
1776,592,0,XM5,0.0,0.0,0.0,"(197, 87, 90)","(197.0, 87.0, 90)"
1777,592,1,XDP_XM1_XM2,0.0,0.0,0.0,"(677, 976, 90)","(677.0, 976.0, 90)"
1778,592,2,XDL_XM3_XM4,-4943.544464715259,4742.0,40620.17125736032,"(549, 1345, 90)","(549.0, 1345.0, 90)"
1779,593,0,XDL_XM3_XM4,0.0,0.0,0.0,"(214, 555, 270)","(214.0, 555.0, 270)"
1780,593,1,XDP_XM1_XM2,0.0,0.0,0.0,"(701, 1502, 270)","(701.0, 1502.0, 270)"
1781,593,2,XM5,-5122.9503295867125,4890.0,54265.856054557786,"(1083, 1304, 270)","(1083.0, 1304.0, 270)"
1782,594,0,XDL_XM3_XM4,0.0,0.0,0.0,"(914, 941, 0)","(914.0, 941.0, 0)"
1783,594,1,XM5,0.0,0.0,0.0,"(883, 494, 0)","(883.0, 433.0, 0)"
1784,594,2,XDP_XM1_XM2,-3790.899710123475,3611.0,32363.905702510274,"(804, 296, 0)","(804.0, 154.0, 0)"
1785,595,0,XDP_XM1_XM2,0.0,0.0,0.0,"(427, 334, 0)","(427.0, 334.0, 0)"
1786,595,1,XM5,0.0,0.0,0.0,"(1385, 545, 180)","(1385.0, 545.0, 180)"
1787,595,2,XDL_XM3_XM4,-5653.08190489445,5351.0,91253.47726465999,"(531, 963, 270)","(531.0, 963.0, 270)"
1788,596,0,XDL_XM3_XM4,0.0,0.0,0.0,"(1314, 1054, 0)","(1314.0, 1054.0, 0)"
1789,596,1,XDP_XM1_XM2,0.0,0.0,0.0,"(1386, 889, 0)","(1674.5, 889.0, 0)"
1790,596,2,XM5,-3883.334377920647,3692.0,36608.844174280996,"(901, 639, 270)","(901.0, 639.0, 270)"
1791,597,0,XDL_XM3_XM4,0.0,0.0,0.0,"(462, 734, 0)","(462.0, 734.0, 0)"
1792,597,1,XDP_XM1_XM2,0.0,0.0,0.0,"(298, 1269, 90)","(298.0, 1315.0, 90)"
1793,597,2,XM5,-3713.508695335332,3590.0,15254.397823435882,"(827, 1419, 270)","(827.0, 1419.0, 270)"
1794,598,0,XDP_XM1_XM2,0.0,0.0,0.0,"(220, 389, 0)","(220.0, 389.0, 0)"
1795,598,1,XM5,0.0,0.0,0.0,"(1476, 1002, 270)","(1476.0, 1002.0, 270)"
1796,598,2,XDL_XM3_XM4,-7052.2123042879075,6680.0,138541.99946331364,"(470, 1040, 270)","(470.0, 1040.0, 270)"
1797,599,0,XDP_XM1_XM2,0.0,0.0,0.0,"(739, 1174, 180)","(739.0, 1174.0, 180)"
1798,599,1,XM5,0.0,0.0,0.0,"(957, 1241, 90)","(1091.0, 1241.0, 90)"
1799,599,2,XDL_XM3_XM4,-3273.7528605789794,3106.0,28141.022232430434,"(293, 1019, 270)","(293.0, 886.5, 270)"
1800,600,0,XDP_XM1_XM2,0.0,0.0,0.0,"(1030, 1444, 270)","(1030.0, 1444.0, 270)"
1801,600,1,XM5,0.0,0.0,0.0,"(1514, 676, 0)","(1514.0, 676.0, 0)"
1802,600,2,XDL_XM3_XM4,-4899.541266756239,4693.0,42659.29487327173,"(824, 978, 0)","(742.5, 978.0, 0)"
1803,601,0,XM5,0.0,0.0,0.0,"(241, 1044, 0)","(241.0, 1044.0, 0)"
1804,601,1,XDL_XM3_XM4,0.0,0.0,0.0,"(1314, 216, 270)","(1314.0, 216.0, 270)"
1805,601,2,XDP_XM1_XM2,-4913.090464784887,4754.0,25309.77598547162,"(496, 101, 90)","(496.0, 101.0, 90)"
1806,602,0,XM5,0.0,0.0,0.0,"(519, 1097, 0)","(519.0, 1097.0, 0)"
1807,602,1,XDP_XM1_XM2,0.0,0.0,0.0,"(289, 1467, 270)","(289.0, 1467.0, 270)"
1808,602,2,XDL_XM3_XM4,-5078.7632539906745,4826.0,63889.26256795435,"(1503, 1395, 180)","(1503.0, 1395.0, 180)"
1809,603,0,XDP_XM1_XM2,0.0,0.0,0.0,"(97, 310, 0)","(97.0, 310.0, 0)"
1810,603,1,XM5,0.0,0.0,0.0,"(962, 326, 90)","(962.0, 326.0, 90)"
1811,603,2,XDL_XM3_XM4,-6187.072862284216,5888.0,89444.57695487348,"(1465, 73, 0)","(1465.0, 73.0, 0)"
1812,604,0,XM5,0.0,0.0,0.0,"(370, 896, 90)","(370.0, 896.0, 90)"
1813,604,1,XDL_XM3_XM4,0.0,0.0,0.0,"(504, 1341, 270)","(504.0, 1341.0, 270)"
1814,604,2,XDP_XM1_XM2,-7519.048895768115,7085.0,188398.44391751924,"(1356, 487, 0)","(1356.0, 487.0, 0)"
1815,605,0,XM5,0.0,0.0,0.0,"(948, 415, 270)","(948.0, 415.0, 270)"
1816,605,1,XDP_XM1_XM2,0.0,0.0,0.0,"(1212, 393, 270)","(1227.0, 393.0, 270)"
1817,605,2,XDL_XM3_XM4,-5703.337734044998,5429.0,75261.19232094385,"(294, 1220, 0)","(294.0, 1220.0, 0)"
1818,606,0,XDP_XM1_XM2,0.0,0.0,0.0,"(194, 590, 270)","(194.0, 590.0, 270)"
1819,606,1,XM5,0.0,0.0,0.0,"(518, 948, 90)","(518.0, 948.0, 90)"
1820,606,2,XDL_XM3_XM4,-5191.792635872913,4892.0,89875.62452362878,"(1255, 716, 180)","(1255.0, 716.0, 180)"
1821,607,0,XDP_XM1_XM2,0.0,0.0,0.0,"(306, 1388, 180)","(73.5, 1388.0, 180)"
1822,607,1,XM5,0.0,0.0,0.0,"(214, 1291, 90)","(-278.5, 1291.0, 90)"
1823,607,2,XDL_XM3_XM4,-3100.7523868717717,2973.0,16320.672351434827,"(434, 1243, 0)","(434.0, 1243.0, 0)"
1824,608,0,XDL_XM3_XM4,0.0,0.0,0.0,"(559, 1410, 90)","(559.0, 1410.0, 90)"
1825,608,1,XDP_XM1_XM2,0.0,0.0,0.0,"(916, 1013, 90)","(916.0, 1013.0, 90)"
1826,608,2,XM5,-5028.202248729874,4782.0,60615.54727964671,"(493, 214, 270)","(493.0, 214.0, 270)"
1827,609,0,XDP_XM1_XM2,0.0,0.0,0.0,"(584, 527, 90)","(584.0, 527.0, 90)"
1828,609,1,XDL_XM3_XM4,0.0,0.0,0.0,"(353, 1380, 180)","(353.0, 1380.0, 180)"
1829,609,2,XM5,-4436.021120196265,4230.0,42444.70196692358,"(298, 67, 270)","(298.0, 67.0, 270)"
1830,610,0,XM5,0.0,0.0,0.0,"(427, 331, 0)","(427.0, 331.0, 0)"
1831,610,1,XDL_XM3_XM4,0.0,0.0,0.0,"(1501, 1038, 270)","(1501.0, 1038.0, 270)"
1832,610,2,XDP_XM1_XM2,-7598.209417863133,7260.0,114385.61033131921,"(197, 1503, 0)","(197.0, 1503.0, 0)"
1833,611,0,XDL_XM3_XM4,0.0,0.0,0.0,"(394, 1310, 0)","(442.5, 1310.0, 0)"
1834,611,1,XDP_XM1_XM2,0.0,0.0,0.0,"(155, 805, 90)","(155.0, 805.0, 90)"
1835,611,2,XM5,-5438.481218945262,5196.0,58797.1415411801,"(811, 86, 90)","(811.0, 86.0, 90)"
1836,612,0,XM5,0.0,0.0,0.0,"(1254, 495, 180)","(1254.0, 495.0, 180)"
1837,612,1,XDP_XM1_XM2,0.0,0.0,0.0,"(451, 1355, 90)","(451.0, 1355.0, 90)"
1838,612,2,XDL_XM3_XM4,-8395.120154610844,8048.0,120492.40173705645,"(31, 2, 0)","(31.0, 2.0, 0)"
1839,613,0,XM5,0.0,0.0,0.0,"(394, 742, 0)","(394.0, 742.0, 0)"
1840,613,1,XDL_XM3_XM4,0.0,0.0,0.0,"(1441, 942, 270)","(1441.0, 942.0, 270)"
1841,613,2,XDP_XM1_XM2,-5461.68520504997,5231.0,53215.66382894682,"(550, 1335, 90)","(550.0, 1335.0, 90)"
1842,614,0,XDL_XM3_XM4,0.0,0.0,0.0,"(609, 922, 270)","(609.0, 922.0, 270)"
1843,614,1,XDP_XM1_XM2,0.0,0.0,0.0,"(1039, 287, 90)","(1039.0, 287.0, 90)"
1844,614,2,XM5,-6592.235413944265,6209.0,146869.38250103215,"(50, 1099, 90)","(50.0, 1099.0, 90)"
1845,615,0,XDL_XM3_XM4,0.0,0.0,0.0,"(986, 230, 270)","(986.0, 230.0, 270)"
1846,615,1,XDP_XM1_XM2,0.0,0.0,0.0,"(592, 1083, 270)","(592.0, 1083.0, 270)"
1847,615,2,XM5,-5449.133719999578,5162.0,82445.77316079578,"(414, 367, 270)","(414.0, 367.0, 270)"
1848,616,0,XDP_XM1_XM2,0.0,0.0,0.0,"(536, 1117, 90)","(536.0, 1117.0, 90)"
1849,616,1,XM5,0.0,0.0,0.0,"(1330, 202, 0)","(1330.0, 202.0, 0)"
1850,616,2,XDL_XM3_XM4,-7473.542340740985,7134.0,115289.00115586739,"(1531, 1318, 90)","(1531.0, 1318.0, 90)"
1851,617,0,XDP_XM1_XM2,0.0,0.0,0.0,"(656, 359, 0)","(656.0, 359.0, 0)"
1852,617,1,XM5,0.0,0.0,0.0,"(1489, 898, 0)","(1503.5, 898.0, 0)"
1853,617,2,XDL_XM3_XM4,-6087.919761321273,5760.0,107531.36986500068,"(937, 1011, 90)","(937.0, 1011.0, 90)"
1854,618,0,XDL_XM3_XM4,0.0,0.0,0.0,"(6, 1447, 90)","(6.0, 1665.5, 90)"
1855,618,1,XM5,0.0,0.0,0.0,"(818, 250, 0)","(818.0, 250.0, 0)"
1856,618,2,XDP_XM1_XM2,-5976.191137260664,5719.0,66147.28108543347,"(193, 1305, 90)","(193.0, 1305.0, 90)"
1857,619,0,XDL_XM3_XM4,0.0,0.0,0.0,"(486, 169, 270)","(486.0, 83.5, 270)"
1858,619,1,XM5,0.0,0.0,0.0,"(55, 628, 0)","(55.0, 628.0, 0)"
1859,619,2,XDP_XM1_XM2,-2955.784205107766,2822.0,17898.213536316765,"(430, 444, 90)","(430.0, 444.0, 90)"
1860,620,0,XDP_XM1_XM2,0.0,0.0,0.0,"(927, 1159, 180)","(927.0, 1159.0, 180)"
1861,620,1,XM5,0.0,0.0,0.0,"(482, 247, 180)","(482.0, 247.0, 180)"
1862,620,2,XDL_XM3_XM4,-6946.649693953285,6550.0,157330.97971323488,"(714, 32, 90)","(714.0, -40.5, 90)"
1863,621,0,XM5,0.0,0.0,0.0,"(956, 477, 0)","(956.0, 477.0, 0)"
1864,621,1,XDL_XM3_XM4,0.0,0.0,0.0,"(257, 623, 270)","(257.0, 447.5, 270)"
1865,621,2,XDP_XM1_XM2,-3707.8075228323733,3517.0,36407.51076942663,"(406, 735, 180)","(406.0, 735.0, 180)"
1866,622,0,XM5,0.0,0.0,0.0,"(354, 119, 90)","(354.0, 119.0, 90)"
1867,622,1,XDL_XM3_XM4,0.0,0.0,0.0,"(1087, 1115, 90)","(1087.0, 1115.0, 90)"
1868,622,2,XDP_XM1_XM2,-5210.652281339918,4992.0,47808.82013515042,"(768, 39, 180)","(768.0, 39.0, 180)"
1869,623,0,XDL_XM3_XM4,0.0,0.0,0.0,"(355, 727, 90)","(355.0, 727.0, 90)"
1870,623,1,XDP_XM1_XM2,0.0,0.0,0.0,"(774, 357, 0)","(774.0, 357.0, 0)"
1871,623,2,XM5,-3973.0501242165083,3825.0,21918.83928052346,"(1335, 241, 90)","(1335.0, 241.0, 90)"
1872,624,0,XDL_XM3_XM4,0.0,0.0,0.0,"(65, 1018, 0)","(65.0, 1018.0, 0)"
1873,624,1,XM5,0.0,0.0,0.0,"(1495, 254, 0)","(1495.0, 254.0, 0)"
1874,624,2,XDP_XM1_XM2,-5905.888639765014,5652.0,64459.44140172886,"(657, 546, 90)","(657.0, 546.0, 90)"
1875,625,0,XM5,0.0,0.0,0.0,"(1194, 80, 90)","(1194.0, 80.0, 90)"
