,n_placement,n_step,placed_dev,reward,HPWL,congestion,action,legalized_action
241,80,1,XM5,0.0,0.0,0.0,"(662, 617, 180)","(1008.0, 617.0, 180)"
242,80,2,XDL_XM3_XM4,-2905.4051852605644,2725.0,32546.030868898575,"(662, 617, 180)","(662.0, 617.0, 180)"
243,81,0,XDL_XM3_XM4,0.0,0.0,0.0,"(662, 617, 180)","(1022.5, 617.0, 180)"
244,81,1,XDP_XM1_XM2,0.0,0.0,0.0,"(662, 617, 180)","(662.0, 896.0, 180)"
245,81,2,XM5,-3416.987345946814,3188.0,52435.204603765946,"(662, 617, 180)","(662.0, 617.0, 180)"
246,82,0,XM5,0.0,0.0,0.0,"(662, 617, 180)","(662.0, 896.0, 180)"
247,82,1,XDL_XM3_XM4,0.0,0.0,0.0,"(662, 617, 180)","(1022.5, 617.0, 180)"
248,82,2,XDP_XM1_XM2,-2905.568093836277,2775.0,17048.0271280389,"(662, 617, 180)","(662.0, 617.0, 180)"
249,83,0,XDP_XM1_XM2,0.0,0.0,0.0,"(662, 617, 180)","(647.5, 896.0, 180)"
250,83,1,XDL_XM3_XM4,0.0,0.0,0.0,"(662, 617, 180)","(1008.0, 617.0, 180)"
251,83,2,XM5,-3418.919517171891,3188.0,53323.82341089936,"(662, 617, 180)","(662.0, 617.0, 180)"
252,84,0,XM5,0.0,0.0,0.0,"(662, 617, 180)","(1008.0, 338.0, 180)"
253,84,1,XDP_XM1_XM2,0.0,0.0,0.0,"(662, 617, 180)","(1022.5, 617.0, 180)"
254,84,2,XDL_XM3_XM4,-2790.013514817583,2658.0,17427.56809449232,"(662, 617, 180)","(662.0, 617.0, 180)"
255,85,0,XM5,0.0,0.0,0.0,"(662, 617, 180)","(662.0, 896.0, 180)"
256,85,1,XDL_XM3_XM4,0.0,0.0,0.0,"(662, 617, 180)","(1022.5, 617.0, 180)"
257,85,2,XDP_XM1_XM2,-2905.568093836277,2775.0,17048.0271280389,"(662, 617, 180)","(662.0, 617.0, 180)"
258,86,0,XM5,0.0,0.0,0.0,"(662, 617, 180)","(662.0, 896.0, 180)"
259,86,1,XDL_XM3_XM4,0.0,0.0,0.0,"(662, 617, 180)","(1022.5, 617.0, 180)"
260,86,2,XDP_XM1_XM2,-2905.568093836277,2775.0,17048.0271280389,"(662, 617, 180)","(662.0, 617.0, 180)"
261,87,0,XDP_XM1_XM2,0.0,0.0,0.0,"(662, 617, 180)","(647.5, 896.0, 180)"
262,87,1,XDL_XM3_XM4,0.0,0.0,0.0,"(662, 617, 180)","(1008.0, 617.0, 180)"
263,87,2,XM5,-3418.919517171891,3188.0,53323.82341089936,"(662, 617, 180)","(662.0, 617.0, 180)"
264,88,0,XM5,0.0,0.0,0.0,"(662, 617, 180)","(1008.0, 338.0, 180)"
265,88,1,XDP_XM1_XM2,0.0,0.0,0.0,"(662, 617, 180)","(1022.5, 617.0, 180)"
266,88,2,XDL_XM3_XM4,-2790.013514817583,2658.0,17427.56809449232,"(662, 617, 180)","(662.0, 617.0, 180)"
267,89,0,XDL_XM3_XM4,0.0,0.0,0.0,"(662, 617, 180)","(1022.5, 617.0, 180)"
268,89,1,XM5,0.0,0.0,0.0,"(662, 617, 180)","(662.0, 896.0, 180)"
269,89,2,XDP_XM1_XM2,-2905.568093836277,2775.0,17048.0271280389,"(662, 617, 180)","(662.0, 617.0, 180)"
270,90,0,XDP_XM1_XM2,0.0,0.0,0.0,"(662, 617, 180)","(1022.5, 338.0, 180)"
271,90,1,XM5,0.0,0.0,0.0,"(662, 617, 180)","(1008.0, 617.0, 180)"
272,90,2,XDL_XM3_XM4,-2905.4051852605644,2725.0,32546.030868898575,"(662, 617, 180)","(662.0, 617.0, 180)"
273,91,0,XDP_XM1_XM2,0.0,0.0,0.0,"(662, 617, 180)","(647.5, 896.0, 180)"
274,91,1,XDL_XM3_XM4,0.0,0.0,0.0,"(662, 617, 180)","(1008.0, 617.0, 180)"
275,91,2,XM5,-3418.919517171891,3188.0,53323.82341089936,"(662, 617, 180)","(662.0, 617.0, 180)"
276,92,0,XDL_XM3_XM4,0.0,0.0,0.0,"(662, 617, 180)","(1022.5, 617.0, 180)"
277,92,1,XDP_XM1_XM2,0.0,0.0,0.0,"(662, 617, 180)","(662.0, 896.0, 180)"
278,92,2,XM5,-3416.987345946814,3188.0,52435.204603765946,"(662, 617, 180)","(662.0, 617.0, 180)"
279,93,0,XM5,0.0,0.0,0.0,"(662, 617, 180)","(662.0, 896.0, 180)"
280,93,1,XDL_XM3_XM4,0.0,0.0,0.0,"(662, 617, 180)","(1022.5, 617.0, 180)"
281,93,2,XDP_XM1_XM2,-2905.568093836277,2775.0,17048.0271280389,"(662, 617, 180)","(662.0, 617.0, 180)"
282,94,0,XDP_XM1_XM2,0.0,0.0,0.0,"(662, 617, 180)","(647.5, 896.0, 180)"
283,94,1,XDL_XM3_XM4,0.0,0.0,0.0,"(662, 617, 180)","(1008.0, 617.0, 180)"
284,94,2,XM5,-3418.919517171891,3188.0,53323.82341089936,"(662, 617, 180)","(662.0, 617.0, 180)"
285,95,0,XM5,0.0,0.0,0.0,"(662, 617, 180)","(1008.0, 338.0, 180)"
286,95,1,XDP_XM1_XM2,0.0,0.0,0.0,"(662, 617, 180)","(1022.5, 617.0, 180)"
287,95,2,XDL_XM3_XM4,-2790.013514817583,2658.0,17427.56809449232,"(662, 617, 180)","(662.0, 617.0, 180)"
288,96,0,XDL_XM3_XM4,0.0,0.0,0.0,"(662, 617, 180)","(1022.5, 617.0, 180)"
289,96,1,XM5,0.0,0.0,0.0,"(662, 617, 180)","(662.0, 896.0, 180)"
290,96,2,XDP_XM1_XM2,-2905.568093836277,2775.0,17048.0271280389,"(662, 617, 180)","(662.0, 617.0, 180)"
291,97,0,XDL_XM3_XM4,0.0,0.0,0.0,"(662, 617, 180)","(1022.5, 617.0, 180)"
292,97,1,XM5,0.0,0.0,0.0,"(662, 617, 180)","(662.0, 896.0, 180)"
293,97,2,XDP_XM1_XM2,-2905.568093836277,2775.0,17048.0271280389,"(662, 617, 180)","(662.0, 617.0, 180)"
294,98,0,XDP_XM1_XM2,0.0,0.0,0.0,"(662, 617, 180)","(1022.5, 338.0, 180)"
295,98,1,XM5,0.0,0.0,0.0,"(662, 617, 180)","(1008.0, 617.0, 180)"
296,98,2,XDL_XM3_XM4,-2905.4051852605644,2725.0,32546.030868898575,"(662, 617, 180)","(662.0, 617.0, 180)"
297,99,0,XDP_XM1_XM2,0.0,0.0,0.0,"(662, 617, 180)","(647.5, 896.0, 180)"
298,99,1,XDL_XM3_XM4,0.0,0.0,0.0,"(662, 617, 180)","(1008.0, 617.0, 180)"
299,99,2,XM5,-3418.919517171891,3188.0,53323.82341089936,"(662, 617, 180)","(662.0, 617.0, 180)"
300,100,0,XM5,0.0,0.0,0.0,"(844, 224, 0)","(844.0, 224.0, 0)"
301,100,1,XDL_XM3_XM4,0.0,0.0,0.0,"(1509, 759, 180)","(1509.0, 759.0, 180)"
302,100,2,XDP_XM1_XM2,-4391.260093990774,4176.0,46336.908064916795,"(1092, 74, 270)","(1181.5, 74.0, 270)"
303,101,0,XDP_XM1_XM2,0.0,0.0,0.0,"(1252, 561, 180)","(1252.0, 561.0, 180)"
304,101,1,XDL_XM3_XM4,0.0,0.0,0.0,"(3, 1552, 90)","(3.0, 1552.0, 90)"
305,101,2,XM5,-9077.039415726456,8715.0,131072.53853955338,"(58, 168, 180)","(58.0, 168.0, 180)"
306,102,0,XDP_XM1_XM2,0.0,0.0,0.0,"(118, 782, 270)","(118.0, 782.0, 270)"
307,102,1,XM5,0.0,0.0,0.0,"(609, 670, 90)","(609.0, 670.0, 90)"
308,102,2,XDL_XM3_XM4,-4365.903671253574,4109.0,65999.49630356458,"(1051, 674, 180)","(1051.0, 674.0, 180)"
309,103,0,XM5,0.0,0.0,0.0,"(1483, 985, 180)","(1483.0, 985.0, 180)"
310,103,1,XDP_XM1_XM2,0.0,0.0,0.0,"(421, 243, 180)","(421.0, 243.0, 180)"
311,103,2,XDL_XM3_XM4,-9336.91392339945,8807.0,280808.766212598,"(1402, 1229, 180)","(1402.0, 1493.0, 180)"
312,104,0,XM5,0.0,0.0,0.0,"(1003, 1242, 0)","(1003.0, 1242.0, 0)"
313,104,1,XDL_XM3_XM4,0.0,0.0,0.0,"(297, 206, 270)","(297.0, 206.0, 270)"
314,104,2,XDP_XM1_XM2,-4464.2275507646455,4249.0,46322.89860814803,"(788, 635, 90)","(788.0, 635.0, 90)"
315,105,0,XM5,0.0,0.0,0.0,"(871, 880, 180)","(871.0, 880.0, 180)"
316,105,1,XDL_XM3_XM4,0.0,0.0,0.0,"(438, 1015, 90)","(304.5, 1015.0, 90)"
317,105,2,XDP_XM1_XM2,-7458.878448655816,7071.0,150449.69093164252,"(1208, 57, 0)","(1208.0, 57.0, 0)"
318,106,0,XDP_XM1_XM2,0.0,0.0,0.0,"(1215, 921, 0)","(1215.0, 921.0, 0)"
319,106,1,XDL_XM3_XM4,0.0,0.0,0.0,"(494, 1347, 0)","(494.0, 1347.0, 0)"
320,106,2,XM5,-6027.56549601433,5666.0,130729.6079080885,"(215, 1027, 90)","(206.5, 1027.0, 90)"
321,107,0,XDP_XM1_XM2,0.0,0.0,0.0,"(106, 1141, 270)","(320.5, 1141.0, 270)"
322,107,1,XDL_XM3_XM4,0.0,0.0,0.0,"(33, 1053, 180)","(33.0, 1053.0, 180)"
323,107,2,XM5,-4165.403779859471,3973.0,37019.21450421177,"(194, 139, 180)","(194.0, 139.0, 180)"
324,108,0,XM5,0.0,0.0,0.0,"(990, 938, 0)","(990.0, 938.0, 0)"
325,108,1,XDL_XM3_XM4,0.0,0.0,0.0,"(1168, 755, 90)","(1168.0, 650.5, 90)"
326,108,2,XDP_XM1_XM2,-4000.7560133722177,3732.0,72229.7947237277,"(513, 532, 180)","(513.0, 532.0, 180)"
327,109,0,XDP_XM1_XM2,0.0,0.0,0.0,"(1001, 1267, 0)","(1001.0, 1267.0, 0)"
328,109,1,XDL_XM3_XM4,0.0,0.0,0.0,"(705, 492, 90)","(705.0, 492.0, 90)"
329,109,2,XM5,-5431.557035979131,5180.0,63280.94235060565,"(1313, 345, 180)","(1313.0, 345.0, 180)"
330,110,0,XM5,0.0,0.0,0.0,"(1354, 1554, 180)","(1354.0, 1554.0, 180)"
331,110,1,XDL_XM3_XM4,0.0,0.0,0.0,"(986, 63, 180)","(986.0, 63.0, 180)"
332,110,2,XDP_XM1_XM2,-8488.8503793837,8095.0,155118.121340685,"(341, 28, 0)","(341.0, 28.0, 0)"
333,111,0,XDP_XM1_XM2,0.0,0.0,0.0,"(630, 1521, 0)","(548.0, 1521.0, 0)"
334,111,1,XM5,0.0,0.0,0.0,"(900, 1296, 270)","(900.0, 1296.0, 270)"
335,111,2,XDL_XM3_XM4,-5230.084493017166,4934.0,87666.02700523227,"(1439, 910, 90)","(1439.0, 910.0, 90)"
336,112,0,XDL_XM3_XM4,0.0,0.0,0.0,"(771, 1367, 180)","(771.0, 1367.0, 180)"
337,112,1,XDP_XM1_XM2,0.0,0.0,0.0,"(56, 1396, 0)","(56.0, 1396.0, 0)"
338,112,2,XM5,-5833.20935943882,5577.0,65643.23586405022,"(1241, 1039, 90)","(1241.0, 1039.0, 90)"
339,113,0,XDL_XM3_XM4,0.0,0.0,0.0,"(362, 1237, 0)","(362.0, 1237.0, 0)"
340,113,1,XDP_XM1_XM2,0.0,0.0,0.0,"(369, 413, 180)","(369.0, 413.0, 180)"
341,113,2,XM5,-5424.473965863341,5197.0,51744.405145596094,"(819, 1305, 180)","(819.0, 1305.0, 180)"
342,114,0,XDL_XM3_XM4,0.0,0.0,0.0,"(18, 75, 180)","(18.0, 75.0, 180)"
343,114,1,XM5,0.0,0.0,0.0,"(444, 1240, 0)","(444.0, 1240.0, 0)"
344,114,2,XDP_XM1_XM2,-6518.0532062698985,6220.0,88835.7137677665,"(906, 256, 270)","(906.0, 256.0, 270)"
345,115,0,XM5,0.0,0.0,0.0,"(585, 749, 270)","(585.0, 743.5, 270)"
346,115,1,XDL_XM3_XM4,0.0,0.0,0.0,"(323, 1310, 0)","(323.0, 1310.0, 0)"
347,115,2,XDP_XM1_XM2,-3133.843672899939,2998.0,18453.503466945596,"(217, 782, 270)","(217.0, 729.0, 270)"
348,116,0,XDP_XM1_XM2,0.0,0.0,0.0,"(1157, 185, 180)","(1157.0, 185.0, 180)"
349,116,1,XDL_XM3_XM4,0.0,0.0,0.0,"(549, 984, 90)","(549.0, 984.0, 90)"
350,116,2,XM5,-7392.348903126828,6926.0,217481.29944759567,"(611, 1280, 0)","(611.0, 1280.0, 0)"
351,117,0,XM5,0.0,0.0,0.0,"(1012, 180, 0)","(788.0, 180.0, 0)"
352,117,1,XDP_XM1_XM2,0.0,0.0,0.0,"(1325, 329, 0)","(1494.5, 329.0, 0)"
353,117,2,XDL_XM3_XM4,-3653.503078189027,3459.0,37831.44742500673,"(1134, 54, 180)","(1134.0, 54.0, 180)"
354,118,0,XDP_XM1_XM2,0.0,0.0,0.0,"(911, 969, 0)","(911.0, 930.0, 0)"
355,118,1,XDL_XM3_XM4,0.0,0.0,0.0,"(1486, 1410, 270)","(1486.0, 1496.5, 270)"
356,118,2,XM5,-4702.032119556692,4424.0,77301.85950518664,"(1272, 1209, 0)","(1272.0, 1209.0, 0)"
357,119,0,XDP_XM1_XM2,0.0,0.0,0.0,"(692, 900, 0)","(692.0, 900.0, 0)"
358,119,1,XDL_XM3_XM4,0.0,0.0,0.0,"(1079, 131, 0)","(1079.0, 131.0, 0)"
359,119,2,XM5,-4096.185049440911,3919.0,31394.54174537809,"(816, 1149, 0)","(816.0, 1179.0, 0)"
360,120,0,XDL_XM3_XM4,0.0,0.0,0.0,"(617, 603, 0)","(617.0, 603.0, 0)"
361,120,1,XM5,0.0,0.0,0.0,"(647, 965, 0)","(647.0, 1111.0, 0)"
362,120,2,XDP_XM1_XM2,-6243.548531836094,5867.0,141788.7968279178,"(52, 10, 180)","(52.0, 10.0, 180)"
363,121,0,XM5,0.0,0.0,0.0,"(1445, 567, 270)","(1445.0, 567.0, 270)"
364,121,1,XDP_XM1_XM2,0.0,0.0,0.0,"(881, 1527, 0)","(881.0, 1527.0, 0)"
365,121,2,XDL_XM3_XM4,-8210.936350039367,7726.0,235163.26358950292,"(1491, 556, 180)","(1732.5, 556.0, 180)"
366,122,0,XM5,0.0,0.0,0.0,"(57, 390, 180)","(57.0, 390.0, 180)"
367,122,1,XDL_XM3_XM4,0.0,0.0,0.0,"(214, 925, 270)","(214.0, 925.0, 270)"
368,122,2,XDP_XM1_XM2,-3586.8237739599895,3444.0,20398.63040817412,"(516, 343, 180)","(516.0, 343.0, 180)"
369,123,0,XDL_XM3_XM4,0.0,0.0,0.0,"(784, 365, 180)","(715.0, 365.0, 180)"
370,123,1,XM5,0.0,0.0,0.0,"(1061, 567, 180)","(1061.0, 567.0, 180)"
371,123,2,XDP_XM1_XM2,-5131.322481032729,4856.0,75802.46856201738,"(1051, 1278, 90)","(1051.0, 1278.0, 90)"
372,124,0,XM5,0.0,0.0,0.0,"(1377, 76, 0)","(1377.0, 76.0, 0)"
373,124,1,XDL_XM3_XM4,0.0,0.0,0.0,"(292, 1041, 180)","(292.0, 1041.0, 180)"
374,124,2,XDP_XM1_XM2,-7748.366924089146,7370.0,143161.52924468167,"(93, 1241, 180)","(-68.5, 1241.0, 180)"
375,125,0,XDL_XM3_XM4,0.0,0.0,0.0,"(705, 453, 0)","(705.0, 453.0, 0)"
376,125,1,XM5,0.0,0.0,0.0,"(736, 1502, 180)","(736.0, 1502.0, 180)"
377,125,2,XDP_XM1_XM2,-4368.411725959798,4159.0,43853.270969461606,"(447, 1509, 270)","(398.5, 1509.0, 270)"
378,126,0,XDP_XM1_XM2,0.0,0.0,0.0,"(1087, 1120, 0)","(1087.0, 1120.0, 0)"
379,126,1,XM5,0.0,0.0,0.0,"(516, 1305, 180)","(516.0, 1305.0, 180)"
380,126,2,XDL_XM3_XM4,-4036.095170824137,3837.0,39638.887045492316,"(1398, 1408, 180)","(1447.5, 1408.0, 180)"
381,127,0,XM5,0.0,0.0,0.0,"(136, 1262, 0)","(136.0, 1262.0, 0)"
382,127,1,XDP_XM1_XM2,0.0,0.0,0.0,"(1554, 736, 270)","(1554.0, 736.0, 270)"
383,127,2,XDL_XM3_XM4,-7043.82024126114,6726.0,101009.7057552892,"(855, 634, 0)","(855.0, 634.0, 0)"
384,128,0,XDP_XM1_XM2,0.0,0.0,0.0,"(910, 615, 0)","(910.0, 711.0, 0)"
385,128,1,XM5,0.0,0.0,0.0,"(750, 432, 0)","(750.0, 432.0, 0)"
386,128,2,XDL_XM3_XM4,-3752.6684267109276,3558.0,37895.796358107866,"(59, 512, 180)","(59.0, 512.0, 180)"
387,129,0,XDL_XM3_XM4,0.0,0.0,0.0,"(1132, 529, 0)","(1132.0, 529.0, 0)"
388,129,1,XM5,0.0,0.0,0.0,"(640, 308, 180)","(640.0, 308.0, 180)"
389,129,2,XDP_XM1_XM2,-5990.307508452526,5607.0,146924.64603608314,"(1169, 1331, 270)","(1169.0, 1331.0, 270)"
390,130,0,XDL_XM3_XM4,0.0,0.0,0.0,"(623, 250, 180)","(623.0, 250.0, 180)"
391,130,1,XDP_XM1_XM2,0.0,0.0,0.0,"(565, 236, 180)","(262.5, 236.0, 180)"
392,130,2,XM5,-4321.551646105411,4097.0,50423.441768649995,"(1186, 458, 180)","(1186.0, 458.0, 180)"
393,131,0,XDP_XM1_XM2,0.0,0.0,0.0,"(84, 828, 180)","(84.0, 828.0, 180)"
394,131,1,XM5,0.0,0.0,0.0,"(1161, 10, 0)","(1161.0, 10.0, 0)"
395,131,2,XDL_XM3_XM4,-6868.448563795873,6574.0,86699.9567214526,"(566, 1254, 180)","(566.0, 1254.0, 180)"
396,132,0,XDP_XM1_XM2,0.0,0.0,0.0,"(985, 822, 0)","(985.0, 907.0, 0)"
397,132,1,XM5,0.0,0.0,0.0,"(1488, 88, 270)","(1547.5, 88.0, 270)"
398,132,2,XDL_XM3_XM4,-5748.267014292049,5362.0,149202.20633009358,"(1260, 399, 180)","(1260.0, 399.0, 180)"
399,133,0,XM5,0.0,0.0,0.0,"(477, 1195, 180)","(477.0, 1195.0, 180)"
400,133,1,XDP_XM1_XM2,0.0,0.0,0.0,"(147, 1110, 90)","(139.5, 1110.0, 90)"
401,133,2,XDL_XM3_XM4,-4769.856692494203,4550.0,48336.96523449058,"(1104, 1555, 0)","(1104.0, 1555.0, 0)"
402,134,0,XDP_XM1_XM2,0.0,0.0,0.0,"(248, 154, 90)","(248.0, 154.0, 90)"
403,134,1,XDL_XM3_XM4,0.0,0.0,0.0,"(1497, 703, 270)","(1497.0, 703.0, 270)"
404,134,2,XM5,-7112.956055686799,6861.0,63481.85399724954,"(35, 1399, 0)","(35.0, 1399.0, 0)"
405,135,0,XDP_XM1_XM2,0.0,0.0,0.0,"(1515, 899, 90)","(1515.0, 899.0, 90)"
406,135,1,XM5,0.0,0.0,0.0,"(153, 1518, 0)","(153.0, 1518.0, 0)"
407,135,2,XDL_XM3_XM4,-8740.918732677199,8432.0,95430.78339888674,"(234, 82, 180)","(234.0, 82.0, 180)"
408,136,0,XDP_XM1_XM2,0.0,0.0,0.0,"(1412, 1392, 180)","(1412.0, 1392.0, 180)"
409,136,1,XM5,0.0,0.0,0.0,"(225, 498, 90)","(225.0, 498.0, 90)"
410,136,2,XDL_XM3_XM4,-8443.573177373775,7984.0,211207.50536142732,"(852, 573, 180)","(852.0, 573.0, 180)"
411,137,0,XM5,0.0,0.0,0.0,"(999, 272, 180)","(951.5, 272.0, 180)"
412,137,1,XDL_XM3_XM4,0.0,0.0,0.0,"(1518, 129, 270)","(1518.0, 129.0, 270)"
413,137,2,XDP_XM1_XM2,-4661.322253177277,4393.0,71996.83155013096,"(869, 394, 90)","(869.0, 624.0, 90)"
414,138,0,XDL_XM3_XM4,0.0,0.0,0.0,"(678, 948, 90)","(678.0, 948.0, 90)"
415,138,1,XM5,0.0,0.0,0.0,"(1263, 1493, 90)","(1263.0, 1493.0, 90)"
416,138,2,XDP_XM1_XM2,-6110.410632871856,5836.0,75301.19543313257,"(13, 1374, 0)","(13.0, 1374.0, 0)"
417,139,0,XDL_XM3_XM4,0.0,0.0,0.0,"(719, 157, 180)","(719.0, 157.0, 180)"
418,139,1,XDP_XM1_XM2,0.0,0.0,0.0,"(708, 1337, 90)","(708.0, 1337.0, 90)"
419,139,2,XM5,-4938.407358700906,4704.0,54946.80981313518,"(151, 1369, 90)","(151.0, 1369.0, 90)"
420,140,0,XDL_XM3_XM4,0.0,0.0,0.0,"(813, 193, 270)","(891.0, 193.0, 270)"
421,140,1,XM5,0.0,0.0,0.0,"(662, 672, 90)","(662.0, 672.0, 90)"
422,140,2,XDP_XM1_XM2,-3679.608451090119,3483.0,38654.88304005574,"(428, 420, 90)","(383.0, 420.0, 90)"
423,141,0,XDP_XM1_XM2,0.0,0.0,0.0,"(228, 1472, 270)","(228.0, 1472.0, 270)"
424,141,1,XDL_XM3_XM4,0.0,0.0,0.0,"(1316, 1046, 270)","(1316.0, 1046.0, 270)"
425,141,2,XM5,-5214.349386176601,4991.0,49884.94830546446,"(149, 1485, 90)","(-51.0, 1485.0, 90)"
426,142,0,XDL_XM3_XM4,0.0,0.0,0.0,"(285, 1137, 90)","(285.0, 1106.5, 90)"
427,142,1,XM5,0.0,0.0,0.0,"(809, 1394, 180)","(809.0, 1394.0, 180)"
428,142,2,XDP_XM1_XM2,-4801.484818093862,4627.0,30444.951745248076,"(1347, 1391, 180)","(1347.0, 1391.0, 180)"
429,143,0,XM5,0.0,0.0,0.0,"(1076, 19, 0)","(1076.0, 19.0, 0)"
430,143,1,XDP_XM1_XM2,0.0,0.0,0.0,"(1441, 495, 270)","(1441.0, 495.0, 270)"
431,143,2,XDL_XM3_XM4,-4642.288134908978,4417.0,50754.74373076564,"(1545, 1217, 180)","(1545.0, 1217.0, 180)"
432,144,0,XDL_XM3_XM4,0.0,0.0,0.0,"(1155, 1363, 180)","(1156.0, 1363.0, 180)"
433,144,1,XDP_XM1_XM2,0.0,0.0,0.0,"(602, 646, 180)","(602.0, 646.0, 180)"
434,144,2,XM5,-4326.4586839955155,4083.0,59272.130812828174,"(810, 999, 0)","(810.0, 999.0, 0)"
435,145,0,XM5,0.0,0.0,0.0,"(903, 194, 0)","(903.0, 194.0, 0)"
436,145,1,XDL_XM3_XM4,0.0,0.0,0.0,"(128, 423, 180)","(128.0, 423.0, 180)"
437,145,2,XDP_XM1_XM2,-8368.993271585858,7943.0,181470.2674364229,"(1178, 1411, 270)","(1178.0, 1411.0, 270)"
438,146,0,XM5,0.0,0.0,0.0,"(393, 764, 180)","(393.0, 764.0, 180)"
439,146,1,XDP_XM1_XM2,0.0,0.0,0.0,"(1292, 984, 180)","(1369.5, 984.0, 180)"
440,146,2,XDL_XM3_XM4,-4565.402508600714,4299.0,70970.29658875355,"(1009, 822, 180)","(1009.0, 822.0, 180)"
441,147,0,XDP_XM1_XM2,0.0,0.0,0.0,"(553, 493, 180)","(553.0, 493.0, 180)"
442,147,1,XM5,0.0,0.0,0.0,"(560, 1466, 0)","(590.0, 1466.0, 0)"
443,147,2,XDL_XM3_XM4,-5354.720397836764,5100.0,64882.4810741194,"(244, 1381, 0)","(244.0, 1381.0, 0)"
444,148,0,XM5,0.0,0.0,0.0,"(1176, 1315, 180)","(1176.0, 1315.0, 180)"
445,148,1,XDP_XM1_XM2,0.0,0.0,0.0,"(628, 465, 270)","(628.0, 465.0, 270)"
446,148,2,XDL_XM3_XM4,-6271.80173494189,6033.0,57026.268611256666,"(34, 1073, 270)","(34.0, 1073.0, 270)"
447,149,0,XDL_XM3_XM4,0.0,0.0,0.0,"(1296, 867, 90)","(1296.0, 867.0, 90)"
448,149,1,XM5,0.0,0.0,0.0,"(353, 1304, 270)","(353.0, 1304.0, 270)"
449,149,2,XDP_XM1_XM2,-5231.198611625217,4989.0,58660.167473183,"(1116, 516, 0)","(1116.0, 516.0, 0)"
450,150,0,XDL_XM3_XM4,0.0,0.0,0.0,"(1301, 496, 180)","(1301.0, 496.0, 180)"
451,150,1,XDP_XM1_XM2,0.0,0.0,0.0,"(165, 12, 180)","(165.0, 12.0, 180)"
452,150,2,XM5,-8047.34876101866,7673.0,140136.9948762064,"(726, 1458, 0)","(726.0, 1458.0, 0)"
453,151,0,XM5,0.0,0.0,0.0,"(1513, 336, 90)","(1513.0, 336.0, 90)"
454,151,1,XDP_XM1_XM2,0.0,0.0,0.0,"(1035, 817, 90)","(1035.0, 817.0, 90)"
455,151,2,XDL_XM3_XM4,-5008.372006104542,4777.0,53533.005208840565,"(424, 542, 0)","(424.0, 542.0, 0)"
456,152,0,XM5,0.0,0.0,0.0,"(1461, 811, 0)","(1610.0, 811.0, 0)"
457,152,1,XDL_XM3_XM4,0.0,0.0,0.0,"(1264, 599, 0)","(1264.0, 599.0, 0)"
458,152,2,XDP_XM1_XM2,-4720.458288955399,4456.0,69938.18659721773,"(970, 1160, 180)","(970.0, 1160.0, 180)"
459,153,0,XDL_XM3_XM4,0.0,0.0,0.0,"(1128, 693, 180)","(1128.0, 693.0, 180)"
460,153,1,XDP_XM1_XM2,0.0,0.0,0.0,"(569, 357, 180)","(569.0, 357.0, 180)"
461,153,2,XM5,-5702.839405921919,5331.0,138264.54379636538,"(1286, 1171, 0)","(1286.0, 1201.0, 0)"
462,154,0,XM5,0.0,0.0,0.0,"(1390, 462, 180)","(1390.0, 462.0, 180)"
463,154,1,XDP_XM1_XM2,0.0,0.0,0.0,"(280, 1336, 270)","(280.0, 1336.0, 270)"
464,154,2,XDL_XM3_XM4,-8010.028556866993,7518.0,242092.1007726161,"(997, 545, 180)","(997.0, 545.0, 180)"
465,155,0,XDL_XM3_XM4,0.0,0.0,0.0,"(1334, 521, 180)","(1032.5, 521.0, 180)"
466,155,1,XM5,0.0,0.0,0.0,"(985, 1274, 180)","(985.0, 1274.0, 180)"
467,155,2,XDP_XM1_XM2,-3930.988047147146,3781.0,22496.414287014555,"(1393, 655, 180)","(1393.0, 655.0, 180)"
468,156,0,XDL_XM3_XM4,0.0,0.0,0.0,"(923, 758, 0)","(1208.0, 758.0, 0)"
469,156,1,XDP_XM1_XM2,0.0,0.0,0.0,"(143, 631, 0)","(143.0, 631.0, 0)"
470,156,2,XM5,-5155.4189919448545,4947.0,43438.47620330917,"(862, 587, 180)","(862.0, 587.0, 180)"
471,157,0,XDP_XM1_XM2,0.0,0.0,0.0,"(688, 742, 180)","(688.0, 1055.0, 180)"
472,157,1,XM5,0.0,0.0,0.0,"(660, 776, 180)","(673.0, 776.0, 180)"
473,157,2,XDL_XM3_XM4,-3854.7253215273736,3625.0,52773.723350855136,"(327, 558, 0)","(327.0, 558.0, 0)"
474,158,0,XM5,0.0,0.0,0.0,"(707, 461, 0)","(707.0, 461.0, 0)"
475,158,1,XDP_XM1_XM2,0.0,0.0,0.0,"(1257, 707, 0)","(1257.0, 707.0, 0)"
476,158,2,XDL_XM3_XM4,-4953.571245390889,4761.0,37083.68455139786,"(717, 1483, 180)","(717.0, 1483.0, 180)"
477,159,0,XDP_XM1_XM2,0.0,0.0,0.0,"(709, 975, 270)","(709.0, 975.0, 270)"
478,159,1,XM5,0.0,0.0,0.0,"(94, 1056, 90)","(94.0, 1056.0, 90)"
479,159,2,XDL_XM3_XM4,-6415.967190616642,6155.0,68103.8745783431,"(1467, 41, 180)","(1467.0, 41.0, 180)"
480,160,0,XDL_XM3_XM4,0.0,0.0,0.0,"(526, 852, 90)","(526.0, 852.0, 90)"
481,160,1,XDP_XM1_XM2,0.0,0.0,0.0,"(1534, 193, 0)","(1534.0, 193.0, 0)"
